Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Temporada,id
18.0,Chris Paul,34.0,OKC,PG,70,70,2208,21.7,0.61,0.343,0.315,1.3,15.7,8.7,34.0,2.4,0.4,13.8,23.3,5.9,3.0,8.9,0.193,3.0,1.4,4.4,3.5,MVP-7ASNBA2,paulch01,2019,101108.0
25.0,Robert Covington,29.0,MIN,PF,48,47,1411,13.5,0.572,0.629,0.19,2.6,19.5,10.7,5.9,2.6,2.6,12.0,17.8,0.5,1.8,2.3,0.078,-1.2,1.2,0.0,0.7,0,covinro01,2019,203496.0
38.0,Julius Randle,25.0,NYK,PF,64,64,2080,17.5,0.538,0.23,0.35,7.5,24.9,16.0,15.8,1.2,1.0,14.3,27.6,0.9,1.8,2.7,0.062,0.7,-1.0,-0.3,0.9,0,randlju01,2019,203944.0
55.0,Dennis Schröder,26.0,OKC,PG,65,2,1999,16.7,0.575,0.337,0.245,1.1,11.6,6.5,21.9,1.1,0.6,13.4,27.2,1.9,1.8,3.6,0.087,1.1,-1.1,-0.1,1.0,6MOY-2,schrode01,2019,1631516.0
62.0,Marcus Morris,30.0,NYK,SF,43,43,1387,16.5,0.582,0.415,0.311,3.6,14.7,9.0,6.8,1.2,1.2,9.2,24.4,2.1,0.8,2.9,0.101,1.8,-1.1,0.7,0.9,0,morrima03,2019,1631506.0
63.0,Jaylen Brown,23.0,BOS,SG,57,57,1934,16.9,0.583,0.381,0.274,3.5,16.5,10.1,9.7,1.6,1.0,11.2,24.7,2.3,2.6,4.9,0.123,1.0,-0.2,0.8,1.4,0,brownja02,2019,1627759.0
66.0,Marcus Smart,25.0,BOS,SG,60,40,1919,13.8,0.518,0.579,0.223,2.4,10.1,6.3,21.1,2.5,1.4,12.1,18.9,1.7,2.8,4.5,0.112,0.0,1.4,1.4,1.6,DPOY-6,smartma01,2019,203935.0
68.0,Will Barton,29.0,DEN,SF,58,58,1916,15.6,0.549,0.39,0.18,4.5,16.9,10.7,16.0,1.6,1.4,9.9,20.1,2.4,1.8,4.2,0.106,1.2,-0.2,1.1,1.5,0,bartowi01,2019,203115.0
71.0,Jamal Murray,22.0,DEN,PG,59,59,1904,17.7,0.559,0.362,0.207,2.7,11.2,6.9,22.9,1.7,0.8,11.5,25.2,2.8,1.5,4.3,0.107,2.0,-0.8,1.2,1.5,0,murraja01,2019,1627750.0
73.0,Jerami Grant,25.0,DEN,PF,71,24,1892,14.4,0.591,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,2.8,1.6,4.4,0.111,0.1,-0.6,-0.5,0.7,0,grantje01,2019,203924.0
80.0,Andrew Wiggins,24.0,MIN,SF,42,42,1455,16.1,0.535,0.348,0.262,3.4,12.9,7.9,18.1,0.9,2.1,10.8,28.0,0.6,0.8,1.4,0.046,1.1,-1.5,-0.4,0.6,0,wiggian01,2019,203952.0
86.0,Danilo Gallinari,31.0,OKC,PF,62,62,1834,19.5,0.612,0.537,0.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,4.5,1.9,6.3,0.166,4.1,-0.9,3.3,2.4,0,gallida01,2019,201568.0
96.0,Gary Harris,25.0,DEN,SG,56,55,1780,9.7,0.519,0.405,0.177,1.6,8.6,5.1,8.9,2.1,0.7,9.7,15.1,0.5,1.4,1.9,0.052,-2.8,0.3,-2.5,-0.2,0,harriga01,2019,203914.0
106.0,Kemba Walker,29.0,BOS,PG,56,56,1742,20.0,0.575,0.532,0.272,2.2,11.0,6.7,24.2,1.3,1.5,10.5,27.2,3.9,2.0,5.9,0.162,4.9,-0.3,4.6,2.9,AS,walkeke02,2019,202689.0
107.0,Gordon Hayward,29.0,BOS,SF,52,52,1740,18.1,0.595,0.317,0.207,3.4,17.8,10.7,18.7,1.1,1.2,11.2,21.1,3.5,2.2,5.7,0.158,2.6,0.1,2.7,2.0,0,haywago01,2019,202330.0
111.0,RJ Barrett,19.0,NYK,SG,56,55,1704,10.7,0.479,0.271,0.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,-1.6,1.1,-0.5,-0.015,-2.9,-1.5,-4.3,-1.0,ROY-8,barrerj01,2019,1629628.0
117.0,Steven Adams,26.0,OKC,C,63,63,1680,20.5,0.604,0.006,0.421,14.0,24.0,19.2,13.2,1.5,3.4,14.2,17.3,3.8,2.7,6.5,0.185,1.9,1.1,2.9,2.1,0,adamsst01,2019,203500.0
125.0,Monte Morris,24.0,DEN,PG,73,12,1636,14.9,0.545,0.304,0.157,1.6,7.7,4.7,22.1,1.7,1.0,8.1,17.5,2.7,1.1,3.8,0.112,0.4,-0.5,-0.2,0.7,0,morrimo01,2019,1628420.0
140.0,Daniel Theis,27.0,BOS,C,65,64,1566,17.9,0.631,0.225,0.268,9.7,19.3,14.6,10.1,1.1,5.0,10.2,14.4,4.0,2.6,6.5,0.201,0.6,1.8,2.4,1.7,0,theisda01,2019,1628464.0
143.0,Josh Okogie,21.0,MIN,SG,62,28,1547,11.5,0.553,0.387,0.48,5.7,12.8,9.1,8.9,2.0,1.4,15.3,15.1,0.9,1.2,2.2,0.068,-2.4,0.0,-2.4,-0.2,0,okogijo01,2019,1629006.0
148.0,Jarrett Culver,20.0,MIN,SG,63,35,1506,9.6,0.467,0.388,0.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,-1.2,1.1,-0.1,-0.004,-3.3,-0.7,-4.0,-0.8,0,culveja01,2019,1629633.0
155.0,Jeff Teague,31.0,MIN,PG,34,13,945,15.9,0.578,0.269,0.444,1.6,8.5,4.9,32.5,1.2,1.1,16.4,20.2,1.7,0.4,2.1,0.108,0.6,-1.2,-0.6,0.3,0,teaguje01,2019,201952.0
157.0,D'Angelo Russell,23.0,MIN,PG,12,12,392,17.6,0.553,0.521,0.261,0.8,14.5,7.4,33.1,2.0,0.8,16.4,29.5,0.2,0.3,0.5,0.064,1.8,-1.7,0.1,0.2,0,russeda01,2019,1626156.0
161.0,Maurice Harkless,26.0,NYK,SF,12,10,286,10.1,0.536,0.379,0.364,2.9,12.3,7.5,9.7,1.5,1.0,8.4,12.4,0.2,0.2,0.4,0.069,-3.2,-0.3,-3.5,-0.1,0,harklma01,2019,203090.0
165.0,Mitchell Robinson,21.0,NYK,C,61,7,1412,23.5,0.726,0.0,0.434,13.7,18.8,16.2,3.9,1.8,8.0,8.3,13.3,4.8,2.0,6.8,0.23,1.6,1.4,2.9,1.8,0,robinmi01,2019,1629011.0
166.0,Bobby Portis,24.0,NYK,PF,66,5,1393,14.6,0.53,0.317,0.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1.0,1.9,0.064,0.0,-1.1,-1.1,0.3,0,portibo01,2019,1626171.0
169.0,Brad Wanamaker,30.0,BOS,PG,71,1,1369,12.8,0.577,0.282,0.376,1.7,9.4,5.6,17.8,2.2,0.9,15.3,15.5,1.8,1.8,3.5,0.124,-1.9,1.3,-0.6,0.5,0,wanambr01,2019,202954.0
172.0,Shabazz Napier,28.0,MIN,PG,36,22,856,13.9,0.539,0.562,0.311,2.0,11.9,6.8,31.3,2.2,0.7,19.1,19.1,0.6,0.6,1.3,0.071,-0.6,-0.2,-0.8,0.3,0,napiesh01,2019,203894.0
195.0,Terrance Ferguson,21.0,OKC,SF,56,38,1257,3.7,0.481,0.764,0.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,-0.3,0.9,0.6,0.021,-4.8,0.3,-4.5,-0.8,0,fergute01,2019,1628390.0
199.0,Elfrid Payton,25.0,NYK,PG,45,36,1246,16.0,0.47,0.157,0.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,0.5,1.2,1.7,0.065,-0.4,0.4,0.0,0.6,0,paytoel01,2019,203901.0
203.0,Paul Millsap,34.0,DEN,PF,51,48,1240,16.9,0.591,0.283,0.322,8.9,17.6,13.2,9.6,1.8,2.2,12.3,20.0,2.1,1.4,3.5,0.136,0.3,-0.2,0.1,0.7,0,millspa01,2019,200794.0
209.0,Malik Beasley,23.0,DEN,SG,41,0,746,10.5,0.511,0.535,0.126,1.4,10.2,5.8,9.1,2.1,0.7,10.2,20.6,-0.2,0.6,0.5,0.03,-2.2,-0.7,-2.9,-0.2,0,beaslma01,2019,1627736.0
209.0,Malik Beasley,23.0,MIN,SG,14,14,463,16.2,0.591,0.494,0.12,2.0,14.7,8.1,9.8,0.9,0.4,7.9,23.7,0.5,0.2,0.8,0.079,1.7,-2.4,-0.7,0.2,0,beaslma01,2019,1627736.0
212.0,Karl-Anthony Towns,24.0,MIN,C,35,35,1187,26.5,0.642,0.445,0.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,3.7,1.3,5.1,0.204,7.0,0.8,7.8,2.9,0,townska01,2019,1626157.0
214.0,Frank Ntilikina,21.0,NYK,PG,57,26,1187,9.8,0.497,0.411,0.177,2.0,9.1,5.4,20.2,2.2,1.3,16.5,15.4,0.1,0.8,0.9,0.037,-3.6,0.4,-3.2,-0.4,0,ntilila01,2019,1628373.0
220.0,Kevin Knox,20.0,NYK,SF,65,4,1166,8.3,0.47,0.496,0.252,2.5,14.7,8.4,7.4,1.0,2.3,9.2,17.8,-0.5,0.7,0.2,0.007,-3.1,-1.1,-4.2,-0.7,0,knoxke01,2019,1628995.0
225.0,Darius Bazley,19.0,OKC,PF,61,9,1130,9.6,0.497,0.445,0.196,3.0,20.5,12.0,5.1,1.0,3.1,11.6,15.1,-0.5,1.5,1.0,0.041,-2.1,0.5,-1.6,0.1,0,bazleda01,2019,1629647.0
227.0,Nerlens Noel,25.0,OKC,C,61,7,1127,20.4,0.711,0.011,0.394,9.2,19.9,14.7,7.6,2.5,6.9,17.3,14.9,2.6,2.3,4.9,0.209,-0.3,3.4,3.1,1.5,0,noelne01,2019,203457.0
230.0,Gorgui Dieng,30.0,MIN,C,46,17,778,17.8,0.563,0.433,0.213,9.5,25.8,17.4,11.1,2.2,4.5,12.7,18.4,0.9,1.1,2.1,0.129,0.3,1.5,1.8,0.7,0,dienggo01,2019,203476.0
233.0,Torrey Craig,29.0,DEN,SF,58,27,1072,10.8,0.553,0.513,0.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,1.1,0.9,2.0,0.091,-2.0,-0.3,-2.3,-0.1,0,craigto01,2019,1628470.0
235.0,Mason Plumlee,29.0,DEN,C,61,1,1057,18.8,0.613,0.017,0.538,10.4,23.2,16.8,20.9,1.5,3.3,18.7,18.0,2.0,1.4,3.4,0.153,0.3,1.7,2.0,1.1,0,plumlma01,2019,203486.0
237.0,Grant Williams,21.0,BOS,PF,69,5,1043,7.9,0.505,0.455,0.256,6.1,12.1,9.1,8.5,1.4,3.2,17.6,11.6,0.1,1.4,1.6,0.071,-4.1,1.4,-2.7,-0.2,0,willigr01,2019,1629684.0
241.0,Taj Gibson,34.0,NYK,C,62,56,1025,16.1,0.61,0.049,0.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,1.8,0.8,2.6,0.12,-0.8,-0.3,-1.1,0.2,0,gibsota01,2019,201959.0
246.0,Semi Ojeleye,25.0,BOS,PF,69,6,1011,7.7,0.562,0.648,0.163,2.8,12.5,7.7,4.7,1.0,0.5,8.3,9.7,0.8,1.0,1.9,0.088,-2.1,0.4,-1.7,0.1,0,ojelese01,2019,1628400.0
250.0,Enes Freedom,27.0,BOS,C,58,7,983,22.4,0.599,0.02,0.284,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,0.214,1.8,-0.3,1.5,0.9,0,kanteen01,2019,202683.0
261.0,Treveon Graham,26.0,MIN,SF,33,20,663,6.0,0.447,0.474,0.211,4.5,11.7,8.0,6.1,1.2,0.3,9.0,13.1,-0.3,0.3,0.1,0.004,-5.0,-0.8,-5.8,-0.6,0,grahatr01,2019,1626203.0
269.0,Michael Porter Jr.,21.0,DEN,SF,55,8,903,19.8,0.617,0.384,0.188,8.2,23.9,16.1,7.9,1.5,2.6,10.6,22.3,1.8,1.1,2.9,0.154,2.4,-0.8,1.5,0.8,0,portemi01,2019,1629008.0
271.0,Hamidou Diallo,21.0,OKC,SF,46,3,896,9.3,0.491,0.193,0.213,5.6,14.7,10.3,5.9,2.0,0.9,13.6,18.4,-0.7,1.1,0.4,0.022,-4.2,0.3,-3.9,-0.4,0,diallha01,2019,1628977.0
280.0,Abdel Nader,26.0,OKC,SF,55,6,867,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2.0,12.8,17.0,0.5,0.9,1.3,0.074,-1.2,0.2,-1.0,0.2,0,naderab01,2019,1627846.0
283.0,Damyean Dotson,25.0,NYK,SG,48,0,836,10.9,0.527,0.562,0.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,0.6,0.4,0.9,0.053,-0.9,-0.5,-1.4,0.1,0,dotsoda01,2019,1628422.0
286.0,Juancho Hernangómez,24.0,DEN,PF,34,0,422,6.9,0.442,0.545,0.227,6.4,18.8,12.6,6.7,0.6,1.1,12.9,14.3,-0.2,0.3,0.1,0.007,-4.0,-1.2,-5.2,-0.3,0,hernaju01,2019,1627823.0
286.0,Juancho Hernangómez,24.0,MIN,PF,14,14,411,14.1,0.576,0.504,0.336,4.7,22.1,13.1,6.4,1.6,0.8,8.2,17.1,0.5,0.4,0.8,0.098,-0.4,-1.0,-1.5,0.1,0,hernaju01,2019,1627823.0
289.0,Luguentz Dort,20.0,OKC,SF,36,28,820,7.6,0.506,0.463,0.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,0.1,0.8,0.8,0.049,-4.1,0.4,-3.7,-0.4,0,dortlu01,2019,1629652.0
294.0,Jordan McRae,28.0,DEN,SG,4,0,32,16.7,0.58,0.667,0.667,3.5,14.0,8.8,15.6,3.1,2.9,0.0,10.5,0.1,0.0,0.1,0.201,1.1,1.4,2.5,0.0,0,mcraejo01,2019,203895.0
301.0,Keita Bates-Diop,24.0,MIN,PF,37,0,646,12.5,0.535,0.456,0.316,3.3,15.1,9.0,6.7,1.2,2.6,5.6,15.8,0.6,0.5,1.0,0.077,-0.8,-0.1,-0.9,0.2,0,bateske01,2019,1628966.0
301.0,Keita Bates-Diop,24.0,DEN,SF,7,0,98,12.1,0.571,0.321,0.357,4.6,14.8,9.7,0.0,1.0,3.8,8.5,15.7,0.1,0.1,0.2,0.084,-2.2,-2.8,-5.0,-0.1,0,bateske01,2019,1628966.0
309.0,Reggie Bullock,28.0,NYK,SG,29,19,684,9.3,0.502,0.496,0.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036,-2.8,-0.3,-3.0,-0.2,0,bullore01,2019,203493.0
316.0,Allen Crabbe,27.0,MIN,SF,9,0,131,1.1,0.416,0.765,0.059,0.8,9.2,4.8,5.1,0.0,0.0,12.5,12.5,-0.2,0.0,-0.2,-0.068,-6.4,-3.3,-9.7,-0.3,0,crabbal01,2019,203459.0
318.0,James Johnson,32.0,MIN,C,14,1,338,17.9,0.588,0.359,0.266,5.1,15.9,10.3,24.4,2.6,4.7,18.8,21.4,0.3,0.4,0.8,0.109,0.1,1.5,1.6,0.3,0,johnsja01,2019,201949.0
323.0,Jordan McLaughlin,23.0,MIN,PG,30,2,590,16.3,0.587,0.427,0.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,1.1,0.4,1.6,0.13,0.3,0.0,0.3,0.3,0,mclaujo01,2019,1629162.0
325.0,Mike Muscala,28.0,OKC,C,47,2,572,12.5,0.569,0.757,0.116,3.2,17.3,10.4,10.1,0.8,1.8,7.9,16.6,0.7,0.6,1.3,0.107,0.1,-0.2,-0.1,0.3,0,muscami01,2019,203488.0
329.0,Wayne Ellington,32.0,NYK,SG,36,1,558,8.5,0.509,0.822,0.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,0.2,0.2,0.4,0.035,-1.9,-1.0,-2.9,-0.1,0,ellinwa01,2019,201961.0
330.0,Dennis Smith Jr.,22.0,NYK,PG,34,3,537,7.4,0.399,0.256,0.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,-1.4,0.5,-0.9,-0.079,-5.2,-0.9,-6.1,-0.6,0,smithde03,2019,1628372.0
331.0,Troy Daniels,28.0,DEN,SG,6,0,76,5.3,0.464,0.714,0.0,0.0,8.8,4.4,5.4,2.0,0.0,9.7,17.7,-0.1,0.1,0.0,-0.025,-4.8,-2.4,-7.2,-0.1,0,danietr01,2019,203584.0
338.0,Jake Layman,25.0,MIN,SF,23,2,505,10.3,0.544,0.402,0.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,0.0,0.3,0.3,0.03,-2.8,-0.9,-3.7,-0.2,0,laymaja01,2019,1627774.0
340.0,Naz Reid,20.0,MIN,C,30,11,495,15.3,0.505,0.399,0.218,7.0,19.9,13.2,11.2,1.8,3.7,7.6,24.0,0.2,0.6,0.8,0.074,-1.6,-0.3,-1.9,0.0,0,reidna01,2019,1629675.0
341.0,Kelan Martin,24.0,MIN,SF,31,4,495,9.2,0.506,0.53,0.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,-0.1,0.3,0.2,0.023,-3.3,-1.0,-4.3,-0.3,0,martike03,2019,1629103.0
350.0,Javonte Green,26.0,BOS,SG,48,2,468,13.1,0.564,0.262,0.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,0.4,0.8,1.1,0.113,-2.1,1.4,-0.7,0.2,0,greenja02,2019,1629750.0
361.0,Jacob Evans,22.0,MIN,SG,2,0,4,-9.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,-0.263,-10.5,-5.6,-16.1,0.0,0,evansja02,2019,1628980.0
363.0,PJ Dozier,23.0,DEN,SG,29,0,412,11.6,0.495,0.312,0.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,0.0,0.4,0.4,0.044,-2.5,-1.2,-3.8,-0.2,0,doziepj01,2019,1628408.0
365.0,Robert Williams,22.0,BOS,C,29,1,388,23.1,0.728,0.0,0.386,11.2,24.0,17.7,10.1,2.7,8.4,16.9,13.6,1.1,1.0,2.0,0.253,0.8,4.3,5.1,0.7,0,williro04,2019,1629057.0
369.0,Noah Vonleh,24.0,MIN,C,29,1,347,15.3,0.605,0.163,0.326,10.0,25.9,17.6,10.8,1.5,1.4,16.2,13.9,0.5,0.4,0.9,0.124,-1.5,0.4,-1.0,0.1,0,vonleno01,2019,203943.0
369.0,Noah Vonleh,24.0,DEN,C,7,0,30,17.6,0.838,0.167,0.667,11.2,18.6,14.9,9.5,0.0,0.0,20.5,14.1,0.1,0.0,0.1,0.166,1.3,-1.9,-0.6,0.0,0,vonleno01,2019,203943.0
371.0,Romeo Langford,20.0,BOS,SG,32,2,370,5.4,0.434,0.338,0.313,4.4,7.4,5.9,4.5,1.0,2.0,10.8,11.8,-0.2,0.4,0.2,0.025,-4.7,-0.3,-4.9,-0.3,0,langfro01,2019,1629641.0
377.0,Deonte Burton,26.0,OKC,SF,39,0,356,4.3,0.396,0.424,0.112,2.2,15.1,8.8,6.8,1.0,2.4,12.7,18.5,-0.9,0.4,-0.5,-0.067,-6.3,-0.5,-6.8,-0.4,0,burtode02,2019,1629126.0
380.0,Carsen Edwards,21.0,BOS,SG,37,0,351,6.9,0.444,0.594,0.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,-0.3,0.4,0.1,0.014,-4.4,-0.2,-4.6,-0.2,0,edwarca01,2019,1629035.0
392.0,Allonzo Trier,24.0,NYK,SG,24,1,291,14.5,0.62,0.5,0.406,2.1,8.7,5.3,14.8,0.5,1.3,15.0,21.4,0.5,0.1,0.5,0.087,1.0,-1.4,-0.4,0.1,0,trieral01,2019,1629019.0
403.0,Jordan Bell,25.0,MIN,C,27,0,235,14.1,0.57,0.15,0.483,12.1,23.3,17.5,8.6,0.4,3.5,19.8,15.9,0.2,0.2,0.4,0.072,-1.5,-1.1,-2.6,0.0,0,belljo01,2019,1628395.0
428.0,Jaylen Nowell,20.0,MIN,SG,15,0,151,10.5,0.471,0.491,0.321,2.0,7.3,4.5,17.8,0.9,0.6,4.7,17.3,0.1,0.0,0.2,0.051,-2.9,-0.8,-3.8,-0.1,0,nowelja01,2019,1629669.0
437.0,Vincent Poirier,26.0,BOS,C,22,0,130,12.7,0.525,0.056,0.194,10.8,24.4,17.7,8.5,0.7,6.4,17.0,15.4,0.1,0.2,0.3,0.113,-4.8,1.0,-3.8,-0.1,0,poirivi01,2019,1629738.0
440.0,Tremont Waters,22.0,BOS,PG,11,1,119,4.3,0.381,0.49,0.163,0.0,10.7,5.4,18.3,4.1,1.6,22.2,24.2,-0.5,0.2,-0.3,-0.103,-8.5,1.0,-7.5,-0.2,0,watertr01,2019,1629682.0
443.0,Kadeem Allen,27.0,NYK,PG,10,0,117,14.0,0.512,0.364,0.25,1.8,6.6,4.1,27.0,2.1,1.6,14.1,20.6,0.1,0.1,0.1,0.053,-0.3,-0.7,-0.9,0.0,0,allenka01,2019,1628443.0
453.0,Bol Bol,20.0,DEN,PF,7,0,87,14.4,0.617,0.321,0.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,0.0,0.1,0.1,0.063,-2.3,-0.7,-3.0,0.0,0,bolbo01,2019,1629626.0
455.0,Andre Roberson,28.0,OKC,SF,7,0,87,5.4,0.335,0.483,0.069,9.2,24.7,17.1,6.3,0.6,3.0,6.3,16.1,-0.1,0.1,0.0,-0.017,-5.2,-0.2,-5.4,-0.1,0,roberan03,2019,203460.0
459.0,Devon Hall,24.0,OKC,PG,11,0,81,3.1,0.298,0.567,0.267,2.8,6.6,4.8,21.3,2.4,1.1,13.0,20.9,-0.3,0.1,-0.2,-0.116,-6.0,-0.7,-6.7,-0.1,0,hallde01,2019,1628985.0
469.0,Tyler Cook,22.0,DEN,SF,2,0,19,11.3,0.694,0.0,1.0,11.8,11.8,11.8,0.0,5.2,0.0,41.0,11.2,0.0,0.0,0.0,0.069,-4.4,-0.4,-4.8,0.0,0,cookty01,2019,1629076.0
471.0,Ignas Brazdeikis,21.0,NYK,SF,9,0,53,3.2,0.351,0.409,0.227,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,-0.1,0.0,-0.1,-0.108,-5.1,-3.9,-9.0,-0.1,0,brazdig01,2019,1629649.0
474.0,Kevin Hervey,23.0,OKC,PF,10,0,52,5.0,0.315,0.741,0.0,2.2,22.7,12.7,13.9,0.9,1.7,0.0,22.8,-0.2,0.1,-0.1,-0.085,-4.0,-1.1,-5.1,0.0,0,herveke01,2019,1628987.0
483.0,Jarred Vanderbilt,20.0,DEN,PF,9,0,41,7.2,0.714,0.0,0.0,8.2,13.6,10.9,6.6,3.6,2.3,50.0,14.8,-0.1,0.1,0.0,-0.042,-7.3,0.9,-6.4,0.0,0,vandeja01,2019,1629020.0
483.0,Jarred Vanderbilt,20.0,MIN,PF,2,0,5,11.1,0.532,1.0,2.0,0.0,21.9,10.6,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.104,-2.8,-2.8,-5.6,0.0,0,vandeja01,2019,1629020.0
485.0,Vlatko Čančar,22.0,DEN,PF,14,0,45,11.4,0.507,0.4,0.267,12.5,12.4,12.4,9.1,1.1,2.1,15.2,19.1,0.0,0.0,0.1,0.062,-3.6,-1.2,-4.8,0.0,0,cancavl01,2019,1628427.0
494.0,Tacko Fall,24.0,BOS,C,7,0,33,28.4,0.751,0.0,0.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,0.1,0.1,0.2,0.223,0.4,6.0,6.5,0.1,0,fallta01,2019,1629605.0
506.0,Justin Patton,22.0,OKC,C,5,0,24,4.7,0.45,0.4,0.0,4.7,17.9,11.5,12.6,0.0,0.0,16.7,22.0,-0.1,0.0,0.0,-0.063,-6.8,-3.3,-10.1,0.0,0,pattoju01,2019,1628383.0
520.0,Isaiah Roby,21.0,OKC,PF,3,0,11,-7.7,0.0,0.0,0.0,0.0,19.5,10.0,0.0,0.0,0.0,50.0,8.0,-0.1,0.0,0.0,-0.188,-12.0,-3.4,-15.4,0.0,0,robyis01,2019,1629676.0
1.0,Julius Randle,26.0,NYK,PF,71,71,2667,19.7,0.567,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,3.4,4.3,7.8,0.14,2.9,0.9,3.8,3.9,MVP-8MIP-1ASNBA2,randlju01,2020,203944.0
2.0,RJ Barrett,20.0,NYK,SG,72,72,2511,13.4,0.535,0.292,0.26,3.0,14.8,8.9,13.8,1.1,0.8,10.5,23.4,0.9,3.1,4.1,0.078,-0.9,-0.3,-1.2,0.5,0,barrerj01,2020,1629628.0
3.0,Nikola Jokić,25.0,DEN,C,72,72,2488,31.3,0.647,0.183,0.305,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,12.2,3.4,15.6,0.301,9.1,3.0,12.1,8.8,MVP-1ASNBA1,jokicni01,2020,203999.0
11.0,Anthony Edwards,19.0,MIN,SG,72,55,2314,13.9,0.523,0.429,0.225,2.7,13.5,7.9,14.6,1.7,1.3,10.7,27.0,-0.6,1.4,0.8,0.017,-0.4,-1.7,-2.1,-0.1,ROY-2,edwaran01,2020,1630162.0
12.0,Jayson Tatum,22.0,BOS,SF,64,64,2290,21.3,0.576,0.368,0.258,2.4,20.7,11.5,20.3,1.6,1.3,10.4,30.8,4.1,2.5,6.5,0.137,4.2,-0.3,3.9,3.4,AS,tatumja01,2020,1628369.0
48.0,Jaylen Brown,24.0,BOS,SG,58,58,1999,19.9,0.586,0.37,0.225,3.9,15.5,9.7,16.5,1.8,1.5,11.5,29.7,2.8,2.0,4.8,0.115,3.2,-0.7,2.5,2.3,AS,brownja02,2020,1627759.0
58.0,Reggie Bullock,29.0,NYK,SF,65,64,1949,11.1,0.606,0.709,0.098,0.9,11.4,6.2,7.4,1.3,0.5,7.1,14.4,2.3,2.3,4.6,0.114,-0.9,0.8,-0.1,0.9,0,bullore01,2020,203493.0
